"lon","lat","species","B01","B14","B05","B04","B06","B12","B13"
147.8608176,-42.69330557,"Eucalyptus.regnans",11.8000001907349,46,20.7000007629395,2.90000009536743,3.79999995231628,752,74
146.8482933,-43.38442363,"Eucalyptus.regnans",11,69,20,2.70000004768372,3.20000004768372,1280,143
147.6277506,-41.29104816,"Eucalyptus.regnans",9.89999961853027,57,20.3999996185303,3.5,1.5,1381,178
147.6260657,-41.28970617,"Eucalyptus.regnans",9.89999961853027,57,20.3999996185303,3.5,1.5,1381,178
146.7644858,-42.70485338,"Eucalyptus.regnans",9,51,19.8999996185303,3.29999995231628,0.899999976158142,1026,113
147.3162142,-41.25341179,"Eucalyptus.regnans",9.5,53,20.2000007629395,3.5,1.39999997615814,1331,167
147.3180003,-41.25250609,"Eucalyptus.regnans",9.5,53,20.2000007629395,3.5,1.39999997615814,1331,167
147.3194286,-41.25169143,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2,1183,150
147.3218096,-41.25042371,"Eucalyptus.regnans",11,43,21.8999996185303,3.5,2.29999995231628,1140,145
147.3265887,-41.25140111,"Eucalyptus.regnans",11,43,21.8999996185303,3.5,2.29999995231628,1140,145
147.4243183,-41.24756938,"Eucalyptus.regnans",9.89999961853027,53,20.6000003814697,3.5,1.60000002384186,1336,170
147.4061366,-41.24105924,"Eucalyptus.regnans",10.3000001907349,50,20.8999996185303,3.5,1.79999995231628,1278,163
147.4059085,-41.24277153,"Eucalyptus.regnans",10.3999996185303,49,21.1000003814697,3.5,1.89999997615814,1251,161
147.4055622,-41.24466439,"Eucalyptus.regnans",10.3999996185303,49,21.1000003814697,3.5,1.89999997615814,1251,161
147.4052203,-41.24727786,"Eucalyptus.regnans",10.3999996185303,49,21.1000003814697,3.5,1.89999997615814,1251,161
147.4039508,-41.25430842,"Eucalyptus.regnans",10.8000001907349,46,21.7000007629395,3.5,2.09999990463257,1194,155
147.4037209,-41.25575048,"Eucalyptus.regnans",10.8000001907349,46,21.7000007629395,3.5,2.09999990463257,1194,155
147.4033132,-41.22827802,"Eucalyptus.regnans",9.89999961853027,53,20.5,3.5,1.70000004768372,1338,169
147.4025101,-41.23350539,"Eucalyptus.regnans",10.3000001907349,50,20.8999996185303,3.5,1.79999995231628,1278,163
147.4019355,-41.23711053,"Eucalyptus.regnans",10.3000001907349,50,20.8999996185303,3.5,1.79999995231628,1278,163
147.4015886,-41.23891331,"Eucalyptus.regnans",10.3000001907349,50,20.8999996185303,3.5,1.79999995231628,1278,163
147.4013609,-41.24071567,"Eucalyptus.regnans",10.3000001907349,50,20.8999996185303,3.5,1.79999995231628,1278,163
147.4007857,-41.24423072,"Eucalyptus.regnans",10.3999996185303,49,21.1000003814697,3.5,1.89999997615814,1251,161
147.3992902,-41.2534239,"Eucalyptus.regnans",11,45,21.7999992370605,3.5,2.20000004768372,1176,152
147.3995185,-41.25171162,"Eucalyptus.regnans",11.1000003814697,45,21.8999996185303,3.5,2.29999995231628,1170,151
147.3984274,-41.2292859,"Eucalyptus.regnans",10.6999998092651,47,21.3999996185303,3.5,2.09999990463257,1230,157
147.3973966,-41.23640566,"Eucalyptus.regnans",10.1999998092651,50,20.8999996185303,3.5,1.79999995231628,1280,163
147.394741,-41.25118763,"Eucalyptus.regnans",11.1000003814697,45,21.8999996185303,3.5,2.29999995231628,1170,151
147.3950887,-41.24947495,"Eucalyptus.regnans",11.1000003814697,45,21.8999996185303,3.5,2.29999995231628,1170,151
147.3899705,-41.25183443,"Eucalyptus.regnans",11.6000003814697,43,22.3999996185303,3.5,2.59999990463257,1096,139
147.390199,-41.25012217,"Eucalyptus.regnans",11.1000003814697,45,21.8999996185303,3.5,2.29999995231628,1170,151
147.3905464,-41.24831943,"Eucalyptus.regnans",11.1000003814697,45,21.8999996185303,3.5,2.29999995231628,1170,151
147.7270518,-41.30676771,"Eucalyptus.regnans",10,56,20.5,3.40000009536743,1.60000002384186,1335,169
147.2999671,-41.22426984,"Eucalyptus.regnans",10.3999996185303,47,21.1000003814697,3.5,1.89999997615814,1223,153
147.3008097,-41.22588906,"Eucalyptus.regnans",11.1999998092651,42,22,3.5,2.5,1112,139
147.3011378,-41.21940253,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2.20000004768372,1188,149
147.3041458,-41.22488943,"Eucalyptus.regnans",11.1999998092651,42,22,3.5,2.5,1112,139
147.306432,-41.22902699,"Eucalyptus.regnans",11.1999998092651,42,22,3.5,2.5,1112,139
147.3049554,-41.21939248,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2.20000004768372,1188,149
147.3076032,-41.22433977,"Eucalyptus.regnans",11.1999998092651,42,22,3.5,2.5,1112,139
147.3069675,-41.21596414,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2.20000004768372,1188,149
145.3462866,-40.90220191,"Eucalyptus.regnans",12.3999996185303,43,21.1000003814697,2.79999995231628,5.30000019073486,1095,139
147.2991245,-41.22265061,"Eucalyptus.regnans",10.3999996185303,47,21.1000003814697,3.5,1.89999997615814,1223,153
147.3021001,-41.22111151,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2.20000004768372,1188,149
147.3033031,-41.22327023,"Eucalyptus.regnans",11.1999998092651,42,22,3.5,2.5,1112,139
147.3039935,-41.21777361,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2.20000004768372,1188,149
147.3059178,-41.22110143,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2.20000004768372,1188,149
147.3067604,-41.2227206,"Eucalyptus.regnans",11.1999998092651,42,22,3.5,2.5,1112,139
147.3085657,-41.22604869,"Eucalyptus.regnans",11.1999998092651,42,22,3.5,2.5,1112,139
147.3095278,-41.22766753,"Eucalyptus.regnans",11.1999998092651,42,22,3.5,2.5,1112,139
147.3078093,-41.21740316,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2.20000004768372,1188,149
147.308652,-41.21902232,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2.20000004768372,1188,149
147.3104572,-41.22235038,"Eucalyptus.regnans",11.5,41,22.2000007629395,3.5,2.70000004768372,1073,133
147.3252467,-41.24554982,"Eucalyptus.regnans",11,43,21.8999996185303,3.5,2.29999995231628,1140,145
147.3197858,-41.25151028,"Eucalyptus.regnans",10.6999998092651,45,21.3999996185303,3.5,2,1183,150
147.3237148,-41.24951758,"Eucalyptus.regnans",11,43,21.8999996185303,3.5,2.29999995231628,1140,145
147.3256195,-41.24852135,"Eucalyptus.regnans",11,43,21.8999996185303,3.5,2.29999995231628,1140,145
147.3276436,-41.24752475,"Eucalyptus.regnans",11,43,21.8999996185303,3.5,2.29999995231628,1140,145
147.329191,-41.24670963,"Eucalyptus.regnans",11,43,21.8999996185303,3.5,2.29999995231628,1140,145
147.3226597,-41.25339391,"Eucalyptus.regnans",10.1999998092651,48,21,3.5,1.70000004768372,1234,156
147.3246839,-41.25239736,"Eucalyptus.regnans",11,43,21.8999996185303,3.5,2.29999995231628,1140,145
147.3284934,-41.25040483,"Eucalyptus.regnans",11,43,21.8999996185303,3.5,2.29999995231628,1140,145
147.4239719,-41.24937222,"Eucalyptus.regnans",9.89999961853027,53,20.6000003814697,3.5,1.60000002384186,1336,170
147.4236249,-41.25108498,"Eucalyptus.regnans",9.89999961853027,53,20.6000003814697,3.5,1.60000002384186,1336,170
147.4104519,-41.2441066,"Eucalyptus.regnans",9.89999961853027,53,20.5,3.5,1.60000002384186,1340,170
147.4102245,-41.24590897,"Eucalyptus.regnans",9.89999961853027,53,20.5,3.5,1.60000002384186,1340,170
147.4098771,-41.24762169,"Eucalyptus.regnans",10.3999996185303,49,21.1000003814697,3.5,1.89999997615814,1251,161
